timestamp,CALLS_date,CALLS_duration,User
3/23/2013 22:24,3/1/2013,0,1
3/23/2013 22:24,3/1/2013,0,1
3/23/2013 22:24,3/1/2013,55,1
3/23/2013 22:24,3/1/2013,1,1
3/23/2013 22:24,3/1/2013,3,1
3/23/2013 22:24,3/1/2013,72,1
3/23/2013 22:24,3/1/2013,0,1
3/23/2013 22:24,3/1/2013,48,1
3/23/2013 22:24,3/1/2013,332,1
3/23/2013 22:24,3/1/2013,0,1
3/23/2013 22:24,3/1/2013,1,1
3/23/2013 22:24,3/1/2013,0,1
3/23/2013 22:24,2/28/2013,13,1
3/23/2013 22:24,2/26/2013,28,1
3/23/2013 22:24,2/26/2013,205,1
3/23/2013 22:24,2/26/2013,38,1
3/23/2013 22:24,2/26/2013,0,1
3/23/2013 22:24,2/26/2013,33,1
3/23/2013 22:24,2/26/2013,0,1
3/23/2013 22:24,2/26/2013,6,1
3/23/2013 22:24,2/26/2013,18,1
3/23/2013 22:24,2/26/2013,12,1
3/23/2013 22:24,2/25/2013,40,1
3/23/2013 22:24,2/25/2013,79,1
3/23/2013 22:24,2/25/2013,3,1
3/23/2013 22:24,2/25/2013,3,1
3/23/2013 22:24,2/25/2013,0,1
3/23/2013 22:24,2/25/2013,12,1
3/23/2013 22:24,2/25/2013,142,1
3/23/2013 22:24,2/25/2013,0,1
3/23/2013 22:24,2/25/2013,2,1
3/23/2013 22:24,2/25/2013,0,1
3/23/2013 22:24,2/25/2013,240,1
3/23/2013 22:24,2/25/2013,4,1
3/23/2013 22:24,2/25/2013,1,1
3/23/2013 22:24,2/23/2013,50,1
3/23/2013 22:24,2/23/2013,23,1
3/23/2013 22:24,2/23/2013,38,1
3/23/2013 22:24,2/21/2013,68,1
3/23/2013 22:24,2/21/2013,0,1
3/23/2013 22:24,2/21/2013,5,1
3/23/2013 22:24,2/21/2013,13,1
3/23/2013 22:24,2/21/2013,110,1
3/23/2013 22:24,2/21/2013,165,1
3/23/2013 22:24,2/20/2013,406,1
3/23/2013 22:24,2/20/2013,77,1
3/23/2013 22:24,2/16/2013,16,1
3/23/2013 22:24,2/16/2013,22,1
3/23/2013 22:24,2/16/2013,0,1
3/23/2013 22:24,2/16/2013,39,1
3/23/2013 22:24,2/15/2013,174,1
3/23/2013 22:24,2/15/2013,52,1
3/23/2013 22:24,2/15/2013,1,1
3/23/2013 22:24,2/15/2013,3,1
3/23/2013 22:24,2/15/2013,387,1
3/23/2013 22:24,2/15/2013,71,1
3/23/2013 22:24,2/15/2013,0,1
3/23/2013 22:24,2/15/2013,25,1
3/23/2013 22:24,2/15/2013,206,1
3/23/2013 22:24,2/14/2013,0,1
3/23/2013 22:24,2/14/2013,0,1
3/23/2013 22:24,2/14/2013,1,1
3/23/2013 22:24,2/14/2013,1381,1
3/23/2013 22:24,2/14/2013,793,1
3/23/2013 22:24,2/14/2013,0,1
3/23/2013 22:24,2/14/2013,0,1
3/23/2013 22:24,2/14/2013,0,1
3/23/2013 22:24,2/14/2013,0,1
3/23/2013 22:24,2/14/2013,0,1
3/23/2013 22:24,2/14/2013,0,1
3/23/2013 22:24,2/14/2013,304,1
3/23/2013 22:24,2/14/2013,82,1
3/23/2013 22:24,2/13/2013,37,1
3/23/2013 22:24,2/13/2013,124,1
3/23/2013 22:24,2/11/2013,3,1
3/23/2013 22:24,2/11/2013,0,1
3/24/2013 22:23,3/24/2013,19,1
3/24/2013 22:23,3/24/2013,20,1
3/25/2013 16:00,3/25/2013,421,1
3/25/2013 21:43,3/25/2013,91,1
3/26/2013 12:00,3/26/2013,24,1
3/26/2013 12:00,3/26/2013,159,1
3/26/2013 22:41,3/26/2013,0,1
3/26/2013 23:02,3/26/2013,40,1
3/26/2013 23:02,3/26/2013,4,1
3/27/2013 15:45,3/27/2013,624,1
3/27/2013 15:23,3/27/2013,13,1
3/27/2013 22:40,3/27/2013,0,1
3/27/2013 22:40,3/27/2013,0,1
3/27/2013 22:40,3/27/2013,26,1
3/28/2013 18:44,3/28/2013,46,1
3/28/2013 17:26,3/28/2013,1,1
3/28/2013 17:26,3/28/2013,11,1
3/28/2013 17:26,3/28/2013,0,1
3/28/2013 18:22,3/28/2013,2,1
3/28/2013 18:22,3/28/2013,10,1
3/28/2013 18:22,3/28/2013,21,1
3/28/2013 23:24,3/28/2013,12,1
3/29/2013 19:08,3/29/2013,338,1
3/30/2013 21:14,3/30/2013,0,1
3/30/2013 21:14,3/30/2013,0,1
4/1/2013 21:54,4/1/2013,98,1
4/1/2013 21:54,4/1/2013,0,1
4/1/2013 21:54,4/1/2013,4,1
4/1/2013 22:44,4/1/2013,8,1
4/1/2013 22:44,4/1/2013,16,1
4/1/2013 22:44,4/1/2013,10,1
4/3/2013 16:55,4/3/2013,0,1
4/3/2013 16:55,4/3/2013,31,1
4/3/2013 16:55,4/3/2013,0,1
4/3/2013 20:16,4/3/2013,46,1
4/4/2013 20:37,4/4/2013,692,1
4/5/2013 18:09,4/5/2013,436,1
4/5/2013 18:09,4/5/2013,82,1
4/5/2013 17:05,4/5/2013,2,1
4/5/2013 17:05,4/5/2013,0,1
4/5/2013 17:05,4/5/2013,3,1
4/5/2013 23:21,4/5/2013,14,1
4/6/2013 22:38,4/6/2013,75,1
4/6/2013 20:07,4/6/2013,13,1
4/8/2013 13:21,4/8/2013,944,1
4/8/2013 13:21,4/8/2013,146,1
4/8/2013 20:14,4/8/2013,109,1
4/8/2013 20:14,4/8/2013,0,1
4/8/2013 16:58,4/8/2013,54,1
4/8/2013 16:58,4/8/2013,616,1
4/8/2013 22:48,4/8/2013,7,1
4/9/2013 22:30,4/9/2013,74,1
4/9/2013 19:49,4/9/2013,47,1
4/9/2013 19:49,4/9/2013,0,1
4/9/2013 19:49,4/9/2013,136,1
4/9/2013 19:49,4/9/2013,4,1
4/9/2013 19:49,4/9/2013,33,1
4/9/2013 19:49,4/9/2013,0,1
4/10/2013 15:55,4/10/2013,0,1
4/10/2013 23:06,4/10/2013,0,1
4/10/2013 23:06,4/10/2013,0,1
4/10/2013 16:44,4/10/2013,199,1
4/10/2013 16:44,4/10/2013,0,1
4/10/2013 16:44,4/10/2013,0,1
4/10/2013 16:44,4/10/2013,3,1
4/10/2013 16:44,4/10/2013,0,1
4/11/2013 21:15,4/11/2013,60,1
4/11/2013 12:30,4/11/2013,0,1
4/11/2013 19:51,4/11/2013,157,1
4/12/2013 22:18,4/12/2013,793,1
4/12/2013 22:18,4/12/2013,18,1
4/12/2013 19:56,4/12/2013,14,1
4/12/2013 23:33,4/12/2013,82,1
4/12/2013 23:33,4/12/2013,27,1
4/12/2013 19:57,4/12/2013,495,1
4/15/2013 3:23,4/15/2013,551,1
4/15/2013 3:23,4/15/2013,3,1
4/15/2013 3:23,4/15/2013,0,1
4/15/2013 3:23,4/15/2013,6,1
4/15/2013 3:23,4/15/2013,46,1
4/15/2013 18:42,4/15/2013,260,1
4/15/2013 18:42,4/15/2013,21,1
4/15/2013 18:42,4/15/2013,0,1
4/15/2013 18:42,4/15/2013,58,1
4/15/2013 16:33,4/15/2013,58,1
4/15/2013 23:20,4/15/2013,835,1
4/15/2013 23:00,4/15/2013,0,1
4/17/2013 0:10,4/16/2013,0,1
4/16/2013 21:54,4/16/2013,0,1
4/16/2013 21:54,4/16/2013,0,1
4/16/2013 12:50,4/16/2013,142,1
4/17/2013 23:05,4/17/2013,1240,1
4/17/2013 17:32,4/17/2013,147,1
4/17/2013 17:32,4/17/2013,3,1
4/17/2013 16:31,4/17/2013,40,1
4/18/2013 0:48,4/17/2013,21,1
4/17/2013 22:58,4/17/2013,7,1
4/17/2013 22:58,4/17/2013,0,1
4/17/2013 22:58,4/17/2013,1,1
4/18/2013 17:54,4/18/2013,171,1
4/18/2013 19:30,4/18/2013,75,1
4/18/2013 19:30,4/18/2013,0,1
4/18/2013 19:30,4/18/2013,0,1
4/19/2013 17:37,4/19/2013,173,1
4/19/2013 20:37,4/19/2013,43,1
4/19/2013 20:37,4/19/2013,0,1
4/19/2013 20:37,4/19/2013,0,1
4/19/2013 20:37,4/19/2013,0,1
4/19/2013 20:37,4/19/2013,11,1
4/19/2013 20:37,4/19/2013,0,1
4/21/2013 1:56,4/21/2013,0,1
4/20/2013 19:28,4/20/2013,15,1
4/20/2013 19:28,4/20/2013,1,1
4/22/2013 17:37,4/22/2013,55,1
4/22/2013 17:37,4/22/2013,0,1
4/22/2013 17:37,4/22/2013,3,1
4/22/2013 22:39,4/22/2013,229,1
4/22/2013 22:39,4/22/2013,3,1
4/22/2013 22:39,4/22/2013,94,1
4/23/2013 16:46,4/23/2013,165,1
4/23/2013 16:46,4/23/2013,0,1
4/24/2013 22:17,4/24/2013,0,1
4/25/2013 20:29,4/25/2013,54,1
4/25/2013 20:29,4/25/2013,87,1
4/26/2013 17:43,4/26/2013,4,1
4/26/2013 17:43,4/26/2013,0,1
4/26/2013 19:05,4/26/2013,0,1
4/26/2013 19:05,4/26/2013,3,1
4/26/2013 19:05,4/26/2013,3,1
4/26/2013 22:29,4/26/2013,0,1
4/26/2013 22:29,4/26/2013,0,1
4/26/2013 22:29,4/26/2013,0,1
4/26/2013 22:29,4/26/2013,0,1
4/26/2013 23:48,4/26/2013,0,1
4/26/2013 23:33,4/26/2013,2,1
4/26/2013 23:33,4/26/2013,39,1
4/28/2013 3:33,4/28/2013,0,1
4/28/2013 3:33,4/28/2013,0,1
4/28/2013 3:33,4/28/2013,0,1
4/28/2013 3:33,4/28/2013,0,1
4/28/2013 0:51,4/27/2013,372,1
4/28/2013 0:51,4/27/2013,0,1
4/29/2013 16:35,4/29/2013,0,1
4/29/2013 19:55,4/29/2013,546,1
4/30/2013 12:56,4/30/2013,23,1
4/30/2013 12:56,4/30/2013,0,1
4/30/2013 12:56,4/30/2013,24,1
4/30/2013 12:56,4/30/2013,0,1
5/1/2013 14:36,5/1/2013,14,1
5/1/2013 14:36,5/1/2013,0,1
5/1/2013 14:36,5/1/2013,0,1
5/1/2013 14:36,5/1/2013,110,1
5/2/2013 14:00,5/2/2013,0,1
5/1/2013 23:55,5/1/2013,0,1
5/1/2013 17:57,5/1/2013,30,1
5/2/2013 1:02,5/1/2013,179,1
5/2/2013 1:02,5/1/2013,672,1
5/2/2013 1:27,5/2/2013,114,1
5/2/2013 1:27,5/2/2013,0,1
5/2/2013 1:27,5/2/2013,20,1
5/2/2013 1:27,5/2/2013,128,1
5/2/2013 12:11,5/2/2013,113,1
5/2/2013 12:11,5/2/2013,110,1
5/1/2013 17:08,5/1/2013,120,1
5/1/2013 17:08,5/1/2013,4,1
5/1/2013 17:08,5/1/2013,146,1
5/1/2013 22:30,5/1/2013,0,1
5/1/2013 22:30,5/1/2013,0,1
5/1/2013 22:30,5/1/2013,0,1
5/3/2013 11:18,5/3/2013,283,1
5/3/2013 16:23,5/3/2013,229,1
5/3/2013 16:23,5/3/2013,352,1
5/3/2013 17:05,5/3/2013,105,1
5/3/2013 23:15,5/3/2013,46,1
5/5/2013 0:03,5/4/2013,85,1
5/5/2013 0:03,5/4/2013,0,1
5/5/2013 17:25,5/5/2013,269,1
5/5/2013 17:25,5/5/2013,4,1
5/5/2013 17:25,5/5/2013,2,1
5/5/2013 17:25,5/5/2013,26,1
5/6/2013 11:52,5/6/2013,24,1
5/6/2013 12:10,5/6/2013,63,1
5/6/2013 12:10,5/6/2013,207,1
5/6/2013 12:10,5/6/2013,6,1
5/7/2013 0:02,5/6/2013,0,1
5/7/2013 0:02,5/6/2013,0,1
5/7/2013 23:21,5/7/2013,471,1
5/7/2013 23:21,5/7/2013,0,1
5/7/2013 23:21,5/7/2013,0,1
5/9/2013 1:47,5/9/2013,307,1
5/9/2013 1:47,5/9/2013,107,1
5/9/2013 1:47,5/9/2013,28,1
5/9/2013 1:47,5/9/2013,0,1
5/9/2013 1:47,5/9/2013,0,1
5/9/2013 1:47,5/9/2013,13,1
5/9/2013 1:47,5/9/2013,4,1
5/8/2013 7:30,5/8/2013,53,1
5/8/2013 16:54,5/8/2013,121,1
5/9/2013 19:32,5/9/2013,293,1
5/10/2013 0:39,5/9/2013,18,1
5/10/2013 12:54,5/10/2013,268,1
5/10/2013 16:54,5/10/2013,393,1
5/10/2013 20:07,5/10/2013,148,1
5/10/2013 23:18,5/10/2013,2,1
5/10/2013 23:18,5/10/2013,17,1
5/10/2013 23:18,5/10/2013,0,1
5/10/2013 23:18,5/10/2013,3,1
5/12/2013 0:25,5/11/2013,31,1
5/12/2013 0:25,5/11/2013,0,1
5/12/2013 2:23,5/12/2013,151,1
5/12/2013 2:23,5/12/2013,3,1
5/12/2013 2:23,5/12/2013,0,1
5/12/2013 2:23,5/12/2013,0,1
5/12/2013 2:23,5/12/2013,29,1
5/12/2013 2:23,5/12/2013,0,1
5/11/2013 15:42,5/11/2013,23,1
5/11/2013 15:42,5/11/2013,0,1
5/12/2013 18:48,5/12/2013,8,1
5/12/2013 18:48,5/12/2013,5,1
5/12/2013 16:38,5/12/2013,12,1
5/12/2013 16:38,5/12/2013,33,1
5/13/2013 13:13,5/13/2013,740,1
5/13/2013 12:56,5/13/2013,59,1
5/13/2013 22:03,5/13/2013,339,1
5/13/2013 22:03,5/13/2013,0,1
5/13/2013 22:03,5/13/2013,0,1
5/13/2013 22:03,5/13/2013,0,1
5/13/2013 14:22,5/13/2013,669,1
5/13/2013 20:48,5/13/2013,0,1
5/13/2013 22:39,5/13/2013,0,1
5/13/2013 22:39,5/13/2013,16,1
5/16/2013 0:08,5/15/2013,25,1
5/16/2013 0:08,5/15/2013,36,1
5/16/2013 0:08,5/15/2013,3,1
5/16/2013 0:26,5/15/2013,13,1
5/15/2013 13:49,5/15/2013,0,1
5/15/2013 13:00,5/15/2013,220,1
5/15/2013 13:00,5/15/2013,165,1
5/15/2013 23:10,5/15/2013,0,1
5/15/2013 20:52,5/15/2013,25,1
5/15/2013 20:52,5/15/2013,0,1
5/16/2013 20:51,5/16/2013,0,1
5/17/2013 22:13,5/17/2013,26,1
5/17/2013 12:39,5/17/2013,248,1
5/17/2013 12:39,5/17/2013,5,1
5/22/2013 1:37,5/22/2013,18,1
5/22/2013 1:37,5/21/2013,15,1
5/23/2013 15:42,5/23/2013,86,1
5/23/2013 15:42,5/23/2013,4,1
5/23/2013 0:18,5/22/2013,82,1
5/18/2013 21:44,5/18/2013,284,1
5/18/2013 21:44,5/18/2013,654,1
5/23/2013 18:53,5/23/2013,13,1
5/23/2013 18:53,5/23/2013,4,1
5/24/2013 23:19,5/24/2013,129,1
5/24/2013 23:19,5/24/2013,31,1
5/26/2013 2:58,5/26/2013,17,1
5/26/2013 2:58,5/26/2013,26,1
5/26/2013 2:58,5/26/2013,82,1
5/26/2013 2:58,5/26/2013,176,1
5/26/2013 2:58,5/26/2013,0,1
5/26/2013 2:58,5/26/2013,0,1
5/26/2013 2:58,5/26/2013,32,1
5/26/2013 2:58,5/26/2013,0,1
5/26/2013 2:58,5/26/2013,0,1
5/27/2013 19:18,5/27/2013,2,1
5/27/2013 19:18,5/27/2013,16,1
5/27/2013 20:18,5/27/2013,0,1
5/28/2013 22:42,5/28/2013,57,1
5/28/2013 18:55,5/28/2013,0,1
5/28/2013 19:24,5/28/2013,16,1
5/28/2013 19:24,5/28/2013,68,1
5/29/2013 0:32,5/28/2013,10,1
5/29/2013 0:32,5/28/2013,4,1
5/29/2013 0:32,5/28/2013,4,1
5/29/2013 0:32,5/28/2013,0,1
5/29/2013 18:05,5/29/2013,0,1
5/29/2013 18:05,5/29/2013,0,1
5/29/2013 19:03,5/29/2013,155,1
5/29/2013 23:39,5/29/2013,17,1
5/29/2013 22:50,5/29/2013,16,1
5/30/2013 19:22,5/30/2013,2441,1
5/30/2013 16:49,5/30/2013,307,1
5/30/2013 16:49,5/30/2013,0,1
5/30/2013 21:07,5/30/2013,0,1
5/30/2013 21:07,5/30/2013,157,1
5/30/2013 21:07,5/30/2013,0,1
5/30/2013 21:07,5/30/2013,3,1
5/30/2013 23:11,5/30/2013,15,1
5/30/2013 23:11,5/30/2013,19,1
5/30/2013 23:11,5/30/2013,488,1
5/30/2013 23:11,5/30/2013,755,1
5/31/2013 17:38,5/31/2013,0,1
5/31/2013 17:38,5/31/2013,0,1
6/3/2013 23:13,6/3/2013,0,1
6/3/2013 23:13,6/3/2013,31,1
6/3/2013 23:13,6/3/2013,14,1
6/3/2013 23:13,6/3/2013,35,1
6/3/2013 23:16,6/3/2013,0,1
6/3/2013 23:16,6/3/2013,14,1
6/3/2013 23:16,6/3/2013,8,1
6/4/2013 22:59,6/4/2013,0,1
6/4/2013 22:59,6/4/2013,33,1
6/4/2013 22:59,6/4/2013,15,1
6/5/2013 20:19,6/5/2013,584,1
6/5/2013 22:13,6/5/2013,30,1
6/5/2013 22:13,6/5/2013,17,1
6/5/2013 22:13,6/5/2013,3,1
6/6/2013 20:16,6/6/2013,676,1
6/6/2013 12:41,6/6/2013,88,1
6/6/2013 12:41,6/6/2013,0,1
6/7/2013 0:08,6/6/2013,127,1
6/6/2013 17:05,6/6/2013,0,1
6/6/2013 17:05,6/6/2013,0,1
6/6/2013 19:27,6/6/2013,123,1
6/6/2013 19:27,6/6/2013,0,1
6/6/2013 19:27,6/6/2013,2,1
6/6/2013 21:49,6/6/2013,8,1
6/6/2013 21:49,6/6/2013,38,1
6/7/2013 21:51,6/7/2013,21,1
6/7/2013 21:51,6/7/2013,2,1
6/7/2013 21:51,6/7/2013,3,1
6/7/2013 19:28,6/7/2013,0,1
6/7/2013 19:28,6/7/2013,3,1
6/7/2013 21:08,6/7/2013,108,1
6/7/2013 21:08,6/7/2013,0,1
6/8/2013 18:20,6/8/2013,22,1
6/8/2013 17:48,6/8/2013,0,1
6/10/2013 21:03,6/10/2013,29,1
6/10/2013 21:03,6/10/2013,139,1
6/10/2013 21:03,6/10/2013,16,1
6/10/2013 21:03,6/10/2013,0,1
6/10/2013 22:44,6/10/2013,69,1
6/11/2013 21:03,6/11/2013,72,1
6/11/2013 23:38,6/11/2013,111,1
6/11/2013 23:38,6/11/2013,0,1
6/11/2013 23:38,6/11/2013,11,1
6/11/2013 23:38,6/11/2013,70,1
6/11/2013 23:38,6/11/2013,0,1
6/11/2013 23:38,6/11/2013,0,1
6/14/2013 0:17,6/13/2013,14,1
6/14/2013 0:17,6/13/2013,46,1
6/15/2013 0:26,6/14/2013,188,1
6/14/2013 21:49,6/14/2013,19,1
6/15/2013 1:24,6/15/2013,30,1
6/15/2013 1:24,6/15/2013,44,1
6/15/2013 1:24,6/14/2013,3,1
6/15/2013 1:24,6/14/2013,8,1
6/15/2013 1:24,6/14/2013,6,1
6/15/2013 1:24,6/14/2013,0,1
6/14/2013 21:28,6/14/2013,0,1
6/14/2013 21:28,6/14/2013,0,1
3/26/2013 21:48,3/26/2013,0,2
3/26/2013 21:48,3/26/2013,0,2
3/27/2013 2:05,3/27/2013,0,2
3/28/2013 17:08,3/28/2013,204,2
3/28/2013 15:40,3/28/2013,1007,2
3/30/2013 1:55,3/30/2013,0,2
4/6/2013 5:54,4/6/2013,0,2
4/6/2013 5:54,4/6/2013,9,2
4/6/2013 4:56,4/6/2013,23,2
4/6/2013 4:56,4/6/2013,59,2
4/6/2013 4:56,4/6/2013,0,2
4/6/2013 4:56,4/6/2013,0,2
4/7/2013 3:26,4/7/2013,0,2
4/7/2013 3:26,4/7/2013,0,2
4/7/2013 3:26,4/7/2013,0,2
4/7/2013 17:41,4/7/2013,315,2
4/7/2013 17:41,4/7/2013,16,2
4/8/2013 5:59,4/8/2013,0,2
4/12/2013 2:46,4/12/2013,0,2
4/12/2013 2:54,4/12/2013,1585,2
4/13/2013 0:06,4/12/2013,4,2
4/13/2013 0:06,4/12/2013,41,2
4/12/2013 21:28,4/12/2013,37,2
4/12/2013 20:55,4/12/2013,9,2
4/12/2013 22:39,4/12/2013,32,2
4/12/2013 22:39,4/12/2013,44,2
4/13/2013 18:38,4/13/2013,25,2
4/13/2013 18:38,4/13/2013,29,2
4/17/2013 3:31,4/17/2013,2,2
4/22/2013 1:58,4/22/2013,32,2
4/27/2013 0:17,4/26/2013,19,2
4/27/2013 18:24,4/27/2013,0,2
4/28/2013 20:53,4/28/2013,0,2
5/1/2013 5:03,5/1/2013,12,2
5/4/2013 23:30,5/4/2013,0,2
5/5/2013 2:02,5/5/2013,513,2
5/7/2013 20:05,5/7/2013,0,2
5/9/2013 1:46,5/9/2013,22,2
5/9/2013 1:46,5/9/2013,54,2
5/9/2013 23:34,5/9/2013,79,2
5/9/2013 23:34,5/9/2013,32,2
5/9/2013 23:34,5/9/2013,2,2
5/9/2013 23:34,5/9/2013,2,2
5/9/2013 23:34,5/9/2013,0,2
5/10/2013 20:46,5/10/2013,68,2
5/11/2013 1:57,5/11/2013,0,2
5/10/2013 20:48,5/10/2013,1538,2
5/11/2013 16:06,5/11/2013,169,2
5/11/2013 17:22,5/11/2013,29,2
5/11/2013 17:22,5/11/2013,0,2
5/11/2013 17:22,5/11/2013,3,2
5/12/2013 4:25,5/12/2013,39,2
5/12/2013 4:25,5/12/2013,39,2
5/12/2013 20:47,5/12/2013,836,2
5/15/2013 21:22,5/15/2013,1,2
5/15/2013 21:22,5/15/2013,2,2
5/15/2013 20:35,5/15/2013,1,2
5/15/2013 17:09,5/15/2013,0,2
5/15/2013 17:09,5/15/2013,0,2
5/16/2013 4:39,5/16/2013,0,2
5/16/2013 4:39,5/16/2013,0,2
5/16/2013 4:39,5/16/2013,0,2
5/16/2013 14:20,5/16/2013,0,2
5/16/2013 15:20,5/16/2013,634,2
5/19/2013 18:06,5/19/2013,26,2
5/20/2013 16:31,5/20/2013,32,2
5/20/2013 23:01,5/20/2013,1317,2
5/20/2013 23:21,5/20/2013,1237,2
5/20/2013 23:21,5/20/2013,268,2
5/21/2013 2:21,5/21/2013,337,2
5/21/2013 4:49,5/21/2013,0,2
5/22/2013 2:45,5/22/2013,47,2
5/22/2013 20:21,5/22/2013,342,2
5/23/2013 23:42,5/23/2013,132,2
5/23/2013 21:31,5/23/2013,0,2
5/24/2013 16:49,5/24/2013,92,2
5/26/2013 15:49,5/26/2013,15,2
5/27/2013 2:41,5/27/2013,378,2
5/27/2013 1:00,5/27/2013,64,2
5/27/2013 1:00,5/27/2013,0,2
5/28/2013 17:21,5/28/2013,69,2
5/28/2013 22:39,5/28/2013,196,2
5/30/2013 0:21,5/29/2013,418,2
5/30/2013 0:21,5/29/2013,0,2
5/30/2013 0:21,5/29/2013,0,2
5/30/2013 0:21,5/29/2013,1219,2
5/29/2013 16:11,5/29/2013,2,2
5/30/2013 14:30,5/30/2013,125,2
5/30/2013 14:30,5/30/2013,67,2
5/30/2013 21:07,5/30/2013,1645,2
5/31/2013 19:07,5/31/2013,212,2
5/31/2013 19:07,5/31/2013,279,2
5/31/2013 17:01,5/31/2013,8,2
5/31/2013 18:29,5/31/2013,72,2
5/31/2013 18:29,5/31/2013,0,2
3/23/2013 22:24,3/23/2013,10,3
3/23/2013 22:24,3/23/2013,13,3
3/23/2013 22:24,3/23/2013,18,3
3/23/2013 22:24,3/23/2013,438,3
3/23/2013 22:24,3/22/2013,22,3
3/23/2013 22:24,3/22/2013,68,3
3/23/2013 22:24,3/22/2013,51,3
3/23/2013 22:24,3/22/2013,0,3
3/23/2013 22:24,3/22/2013,45,3
3/23/2013 22:24,3/22/2013,13,3
3/23/2013 22:24,3/20/2013,51,3
3/23/2013 22:24,3/19/2013,34,3
3/23/2013 22:24,3/18/2013,82,3
3/23/2013 22:24,3/17/2013,46,3
3/23/2013 22:24,3/16/2013,28,3
